suspicious-document00021.txt-5	source-document01693.txt-5	no-obfuscation
suspicious-document00021.txt-6	source-document01693.txt-6	no-obfuscation
suspicious-document00021.txt-7	source-document01693.txt-7	no-obfuscation
suspicious-document00021.txt-8	source-document01693.txt-8	no-obfuscation
suspicious-document00021.txt-9	source-document01693.txt-9	no-obfuscation
suspicious-document00021.txt-105	source-document02200.txt-24	no-obfuscation
suspicious-document00021.txt-106	source-document02200.txt-25	no-obfuscation
suspicious-document00021.txt-107	source-document02200.txt-26	no-obfuscation
suspicious-document00021.txt-108	source-document02200.txt-27	no-obfuscation
suspicious-document00021.txt-109	source-document02200.txt-28	no-obfuscation
suspicious-document00021.txt-110	source-document02200.txt-29	no-obfuscation
suspicious-document00021.txt-20	source-document02203.txt-2	no-obfuscation
suspicious-document00021.txt-21	source-document02203.txt-3	no-obfuscation
suspicious-document00021.txt-22	source-document02203.txt-4	no-obfuscation
suspicious-document00021.txt-23	source-document02203.txt-5	no-obfuscation
suspicious-document00021.txt-24	source-document02203.txt-6	no-obfuscation
suspicious-document00021.txt-25	source-document02203.txt-7	no-obfuscation
suspicious-document00021.txt-26	source-document02203.txt-8	no-obfuscation
suspicious-document00021.txt-89	source-document02467.txt-7	no-obfuscation
suspicious-document00021.txt-90	source-document02467.txt-8	no-obfuscation
suspicious-document00021.txt-91	source-document02467.txt-9	no-obfuscation
suspicious-document00021.txt-92	source-document02467.txt-10	no-obfuscation
suspicious-document00021.txt-93	source-document02467.txt-11	no-obfuscation
suspicious-document00021.txt-94	source-document02467.txt-12	no-obfuscation
suspicious-document00044.txt-43	source-document00955.txt-3	no-obfuscation
suspicious-document00044.txt-44	source-document00955.txt-4	no-obfuscation
suspicious-document00044.txt-45	source-document00955.txt-5	no-obfuscation
suspicious-document00044.txt-25	source-document01023.txt-6	no-obfuscation
suspicious-document00044.txt-26	source-document01023.txt-7	no-obfuscation
suspicious-document00044.txt-23	source-document01326.txt-4	no-obfuscation
suspicious-document00044.txt-24	source-document01326.txt-5	no-obfuscation
suspicious-document00044.txt-49	source-document01326.txt-17	no-obfuscation
suspicious-document00044.txt-50	source-document01326.txt-18	no-obfuscation
suspicious-document00044.txt-51	source-document01326.txt-19	no-obfuscation
suspicious-document00044.txt-58	source-document01326.txt-11	no-obfuscation
suspicious-document00044.txt-59	source-document01326.txt-12	no-obfuscation
suspicious-document00044.txt-60	source-document01326.txt-13	no-obfuscation
suspicious-document00044.txt-61	source-document01326.txt-14	no-obfuscation
suspicious-document00044.txt-76	source-document01511.txt-7	no-obfuscation
suspicious-document00044.txt-69	source-document02209.txt-23	no-obfuscation
suspicious-document00044.txt-70	source-document02209.txt-24	no-obfuscation
suspicious-document00044.txt-71	source-document02209.txt-25	no-obfuscation
suspicious-document00044.txt-72	source-document02209.txt-26	no-obfuscation
suspicious-document00044.txt-73	source-document02209.txt-27	no-obfuscation
suspicious-document00044.txt-74	source-document02209.txt-28	no-obfuscation
suspicious-document00044.txt-75	source-document02209.txt-29	no-obfuscation
suspicious-document00044.txt-80	source-document02439.txt-27	no-obfuscation
suspicious-document00044.txt-81	source-document02439.txt-28	no-obfuscation
suspicious-document00044.txt-82	source-document02439.txt-29	no-obfuscation
suspicious-document00044.txt-83	source-document02439.txt-30	no-obfuscation
suspicious-document00044.txt-84	source-document02439.txt-31	no-obfuscation
suspicious-document00044.txt-85	source-document02439.txt-32	no-obfuscation
suspicious-document00048.txt-19	source-document00887.txt-2	no-obfuscation
suspicious-document00048.txt-20	source-document00887.txt-3	no-obfuscation
suspicious-document00048.txt-21	source-document00887.txt-4	no-obfuscation
suspicious-document00048.txt-22	source-document00887.txt-5	no-obfuscation
suspicious-document00048.txt-23	source-document00887.txt-6	no-obfuscation
suspicious-document00048.txt-24	source-document00887.txt-7	no-obfuscation
suspicious-document00048.txt-25	source-document00887.txt-8	no-obfuscation
suspicious-document00048.txt-26	source-document00887.txt-9	no-obfuscation
suspicious-document00048.txt-27	source-document00887.txt-10	no-obfuscation
suspicious-document00048.txt-28	source-document00887.txt-11	no-obfuscation
suspicious-document00048.txt-29	source-document02918.txt-1	no-obfuscation
suspicious-document00048.txt-30	source-document02918.txt-2	no-obfuscation
suspicious-document00048.txt-31	source-document02918.txt-3	no-obfuscation
suspicious-document00048.txt-32	source-document02918.txt-4	no-obfuscation
suspicious-document00048.txt-33	source-document02918.txt-5	no-obfuscation
suspicious-document00053.txt-12	source-document00083.txt-30	no-obfuscation
suspicious-document00053.txt-13	source-document00083.txt-31	no-obfuscation
suspicious-document00053.txt-15	source-document00127.txt-1	no-obfuscation
suspicious-document00053.txt-16	source-document00127.txt-2	no-obfuscation
suspicious-document00053.txt-9	source-document01321.txt-24	no-obfuscation
suspicious-document00053.txt-10	source-document01321.txt-25	no-obfuscation
suspicious-document00053.txt-11	source-document01321.txt-26	no-obfuscation
suspicious-document00053.txt-51	source-document01636.txt-4	no-obfuscation
suspicious-document00053.txt-23	source-document01878.txt-1	no-obfuscation
suspicious-document00053.txt-24	source-document01878.txt-2	no-obfuscation
suspicious-document00053.txt-25	source-document01878.txt-3	no-obfuscation
suspicious-document00067.txt-61	source-document00220.txt-50	no-obfuscation
suspicious-document00067.txt-62	source-document00220.txt-51	no-obfuscation
suspicious-document00067.txt-52	source-document01062.txt-3	no-obfuscation
suspicious-document00067.txt-53	source-document01062.txt-4	no-obfuscation
suspicious-document00067.txt-54	source-document01062.txt-5	no-obfuscation
suspicious-document00067.txt-15	source-document01089.txt-7	no-obfuscation
suspicious-document00067.txt-16	source-document01089.txt-8	no-obfuscation
suspicious-document00067.txt-10	source-document02029.txt-45	no-obfuscation
suspicious-document00067.txt-11	source-document02029.txt-46	no-obfuscation
suspicious-document00067.txt-12	source-document02029.txt-47	no-obfuscation
suspicious-document00067.txt-13	source-document02029.txt-48	no-obfuscation
suspicious-document00067.txt-14	source-document02029.txt-49	no-obfuscation
suspicious-document00067.txt-48	source-document02098.txt-2	no-obfuscation
suspicious-document00067.txt-49	source-document02098.txt-3	no-obfuscation
suspicious-document00067.txt-50	source-document02098.txt-4	no-obfuscation
suspicious-document00067.txt-64	source-document02563.txt-11	no-obfuscation
suspicious-document00067.txt-65	source-document02563.txt-12	no-obfuscation
suspicious-document00067.txt-66	source-document02563.txt-13	no-obfuscation
suspicious-document00067.txt-5	source-document03077.txt-37	no-obfuscation
suspicious-document00067.txt-6	source-document03077.txt-38	no-obfuscation
suspicious-document00067.txt-7	source-document03077.txt-39	no-obfuscation
suspicious-document00067.txt-8	source-document03077.txt-40	no-obfuscation
suspicious-document00067.txt-9	source-document03077.txt-41	no-obfuscation
suspicious-document00078.txt-79	source-document00381.txt-5	no-obfuscation
suspicious-document00078.txt-80	source-document00381.txt-6	no-obfuscation
suspicious-document00078.txt-81	source-document00381.txt-7	no-obfuscation
suspicious-document00078.txt-82	source-document00381.txt-1	no-obfuscation
suspicious-document00078.txt-83	source-document00381.txt-2	no-obfuscation
suspicious-document00078.txt-84	source-document00381.txt-3	no-obfuscation
suspicious-document00078.txt-1	source-document00641.txt-2	no-obfuscation
suspicious-document00078.txt-2	source-document00641.txt-3	no-obfuscation
suspicious-document00078.txt-3	source-document00641.txt-4	no-obfuscation
suspicious-document00078.txt-4	source-document00641.txt-5	no-obfuscation
suspicious-document00078.txt-5	source-document00641.txt-6	no-obfuscation
suspicious-document00078.txt-20	source-document02713.txt-1	no-obfuscation
suspicious-document00078.txt-21	source-document02713.txt-2	no-obfuscation
suspicious-document00078.txt-22	source-document02713.txt-3	no-obfuscation
suspicious-document00078.txt-23	source-document02713.txt-4	no-obfuscation
suspicious-document00078.txt-24	source-document02713.txt-5	no-obfuscation
suspicious-document00078.txt-25	source-document02713.txt-6	no-obfuscation
suspicious-document00078.txt-26	source-document02713.txt-7	no-obfuscation
suspicious-document00081.txt-49	source-document00097.txt-5	no-obfuscation
suspicious-document00081.txt-50	source-document00097.txt-6	no-obfuscation
suspicious-document00081.txt-51	source-document00097.txt-7	no-obfuscation
suspicious-document00081.txt-59	source-document01372.txt-87	no-obfuscation
suspicious-document00081.txt-60	source-document01372.txt-88	no-obfuscation
suspicious-document00081.txt-61	source-document01372.txt-89	no-obfuscation
suspicious-document00081.txt-62	source-document01372.txt-90	no-obfuscation
suspicious-document00081.txt-63	source-document01372.txt-91	no-obfuscation
suspicious-document00081.txt-64	source-document01372.txt-92	no-obfuscation
suspicious-document00081.txt-65	source-document01372.txt-93	no-obfuscation
suspicious-document00081.txt-66	source-document01372.txt-94	no-obfuscation
suspicious-document00081.txt-67	source-document01372.txt-95	no-obfuscation
suspicious-document00081.txt-68	source-document01372.txt-96	no-obfuscation
suspicious-document00081.txt-14	source-document03075.txt-7	no-obfuscation
suspicious-document00081.txt-15	source-document03075.txt-8	no-obfuscation
suspicious-document00081.txt-16	source-document03075.txt-9	no-obfuscation
suspicious-document00081.txt-17	source-document03075.txt-10	no-obfuscation
suspicious-document00081.txt-18	source-document03075.txt-11	no-obfuscation
suspicious-document00081.txt-19	source-document03075.txt-12	no-obfuscation
suspicious-document00081.txt-20	source-document03075.txt-13	no-obfuscation
suspicious-document00102.txt-48	source-document01302.txt-5	no-obfuscation
suspicious-document00102.txt-49	source-document01302.txt-6	no-obfuscation
suspicious-document00102.txt-50	source-document01302.txt-7	no-obfuscation
suspicious-document00102.txt-51	source-document01302.txt-8	no-obfuscation
suspicious-document00102.txt-113	source-document01302.txt-18	no-obfuscation
suspicious-document00102.txt-114	source-document01302.txt-19	no-obfuscation
suspicious-document00102.txt-115	source-document01302.txt-20	no-obfuscation
suspicious-document00102.txt-116	source-document01302.txt-21	no-obfuscation
suspicious-document00102.txt-117	source-document01302.txt-22	no-obfuscation
suspicious-document00102.txt-118	source-document01302.txt-23	no-obfuscation
suspicious-document00102.txt-119	source-document01302.txt-24	no-obfuscation
suspicious-document00102.txt-120	source-document01302.txt-25	no-obfuscation
suspicious-document00102.txt-121	source-document01302.txt-26	no-obfuscation
suspicious-document00102.txt-122	source-document01302.txt-27	no-obfuscation
suspicious-document00102.txt-123	source-document01302.txt-28	no-obfuscation
suspicious-document00102.txt-124	source-document01302.txt-29	no-obfuscation
suspicious-document00102.txt-172	source-document01302.txt-51	no-obfuscation
suspicious-document00102.txt-173	source-document01302.txt-52	no-obfuscation
suspicious-document00102.txt-174	source-document01302.txt-53	no-obfuscation
suspicious-document00102.txt-175	source-document01302.txt-54	no-obfuscation
suspicious-document00102.txt-9	source-document02652.txt-26	no-obfuscation
suspicious-document00102.txt-10	source-document02652.txt-27	no-obfuscation
suspicious-document00102.txt-11	source-document02652.txt-28	no-obfuscation
suspicious-document00102.txt-12	source-document02652.txt-29	no-obfuscation
suspicious-document00102.txt-13	source-document02652.txt-30	no-obfuscation
suspicious-document00102.txt-14	source-document02652.txt-31	no-obfuscation
suspicious-document00102.txt-15	source-document02652.txt-32	no-obfuscation
suspicious-document00102.txt-16	source-document02652.txt-33	no-obfuscation
suspicious-document00102.txt-17	source-document02652.txt-34	no-obfuscation
suspicious-document00102.txt-18	source-document02652.txt-35	no-obfuscation
suspicious-document00102.txt-125	source-document02652.txt-12	no-obfuscation
suspicious-document00102.txt-126	source-document02652.txt-13	no-obfuscation
suspicious-document00102.txt-127	source-document02652.txt-14	no-obfuscation
suspicious-document00102.txt-128	source-document02652.txt-15	no-obfuscation
suspicious-document00102.txt-129	source-document02652.txt-16	no-obfuscation
suspicious-document00102.txt-130	source-document02652.txt-17	no-obfuscation
suspicious-document00102.txt-131	source-document02652.txt-18	no-obfuscation
suspicious-document00102.txt-188	source-document02652.txt-37	no-obfuscation
suspicious-document00102.txt-189	source-document02652.txt-38	no-obfuscation
suspicious-document00102.txt-190	source-document02652.txt-39	no-obfuscation
suspicious-document00102.txt-191	source-document02652.txt-40	no-obfuscation
suspicious-document00102.txt-192	source-document02652.txt-41	no-obfuscation
suspicious-document00102.txt-193	source-document02652.txt-42	no-obfuscation
suspicious-document00102.txt-194	source-document02652.txt-43	no-obfuscation
suspicious-document00102.txt-195	source-document02652.txt-44	no-obfuscation
suspicious-document00102.txt-196	source-document02652.txt-45	no-obfuscation
suspicious-document00102.txt-134	source-document02940.txt-2	no-obfuscation
suspicious-document00102.txt-135	source-document02940.txt-3	no-obfuscation
suspicious-document00102.txt-136	source-document02940.txt-4	no-obfuscation
suspicious-document00102.txt-137	source-document02940.txt-5	no-obfuscation
suspicious-document00102.txt-138	source-document02940.txt-6	no-obfuscation
suspicious-document00102.txt-139	source-document02940.txt-7	no-obfuscation
suspicious-document00102.txt-140	source-document02940.txt-8	no-obfuscation
suspicious-document00102.txt-141	source-document02940.txt-9	no-obfuscation
suspicious-document00102.txt-142	source-document02940.txt-10	no-obfuscation
suspicious-document00102.txt-143	source-document02940.txt-11	no-obfuscation
suspicious-document00102.txt-144	source-document02940.txt-12	no-obfuscation
suspicious-document00111.txt-92	source-document00668.txt-5	no-obfuscation
suspicious-document00111.txt-93	source-document00668.txt-6	no-obfuscation
suspicious-document00111.txt-113	source-document01653.txt-3	no-obfuscation
suspicious-document00111.txt-114	source-document01653.txt-4	no-obfuscation
suspicious-document00111.txt-115	source-document01653.txt-5	no-obfuscation
suspicious-document00111.txt-116	source-document01653.txt-6	no-obfuscation
suspicious-document00111.txt-117	source-document01653.txt-7	no-obfuscation
suspicious-document00111.txt-177	source-document01965.txt-37	no-obfuscation
suspicious-document00111.txt-15	source-document02062.txt-3	no-obfuscation
suspicious-document00111.txt-16	source-document02062.txt-4	no-obfuscation
suspicious-document00111.txt-17	source-document02062.txt-5	no-obfuscation
suspicious-document00111.txt-18	source-document02062.txt-6	no-obfuscation
suspicious-document00111.txt-19	source-document02062.txt-7	no-obfuscation
suspicious-document00111.txt-12	source-document02107.txt-3	no-obfuscation
suspicious-document00111.txt-13	source-document02107.txt-4	no-obfuscation
suspicious-document00111.txt-14	source-document02107.txt-5	no-obfuscation
suspicious-document00111.txt-140	source-document02107.txt-11	no-obfuscation
suspicious-document00111.txt-141	source-document02107.txt-12	no-obfuscation
suspicious-document00111.txt-142	source-document02107.txt-13	no-obfuscation
suspicious-document00111.txt-143	source-document02107.txt-14	no-obfuscation
suspicious-document00111.txt-83	source-document02670.txt-6	no-obfuscation
suspicious-document00111.txt-55	source-document02771.txt-5	no-obfuscation
suspicious-document00111.txt-90	source-document02771.txt-1	no-obfuscation
suspicious-document00111.txt-91	source-document02771.txt-2	no-obfuscation
suspicious-document00111.txt-101	source-document02907.txt-4	no-obfuscation
suspicious-document00111.txt-102	source-document02907.txt-5	no-obfuscation
suspicious-document00111.txt-103	source-document02907.txt-6	no-obfuscation
suspicious-document00111.txt-46	source-document03067.txt-4	no-obfuscation
suspicious-document00111.txt-47	source-document03067.txt-5	no-obfuscation
suspicious-document00111.txt-48	source-document03067.txt-6	no-obfuscation
suspicious-document00111.txt-49	source-document03067.txt-7	no-obfuscation
suspicious-document00119.txt-39	source-document01611.txt-20	no-obfuscation
suspicious-document00119.txt-40	source-document01611.txt-21	no-obfuscation
suspicious-document00119.txt-41	source-document01611.txt-22	no-obfuscation
suspicious-document00119.txt-42	source-document01611.txt-23	no-obfuscation
suspicious-document00119.txt-43	source-document01611.txt-24	no-obfuscation
suspicious-document00119.txt-44	source-document01611.txt-25	no-obfuscation
suspicious-document00119.txt-45	source-document01611.txt-26	no-obfuscation
suspicious-document00119.txt-46	source-document01611.txt-27	no-obfuscation
suspicious-document00119.txt-47	source-document01611.txt-28	no-obfuscation
suspicious-document00119.txt-48	source-document01611.txt-29	no-obfuscation
suspicious-document00119.txt-49	source-document01611.txt-1	no-obfuscation
suspicious-document00119.txt-50	source-document01611.txt-2	no-obfuscation
suspicious-document00119.txt-51	source-document01611.txt-3	no-obfuscation
suspicious-document00119.txt-52	source-document01611.txt-4	no-obfuscation
suspicious-document00119.txt-53	source-document01611.txt-5	no-obfuscation
suspicious-document00119.txt-57	source-document01611.txt-8	no-obfuscation
suspicious-document00119.txt-58	source-document01611.txt-9	no-obfuscation
suspicious-document00119.txt-59	source-document01611.txt-10	no-obfuscation
suspicious-document00119.txt-60	source-document01611.txt-11	no-obfuscation
suspicious-document00119.txt-61	source-document01611.txt-12	no-obfuscation
suspicious-document00119.txt-62	source-document01611.txt-13	no-obfuscation
suspicious-document00119.txt-63	source-document01611.txt-14	no-obfuscation
suspicious-document00119.txt-64	source-document01611.txt-15	no-obfuscation
suspicious-document00119.txt-65	source-document01611.txt-16	no-obfuscation
suspicious-document00119.txt-66	source-document01611.txt-17	no-obfuscation
suspicious-document00119.txt-67	source-document01611.txt-18	no-obfuscation
suspicious-document00119.txt-1	source-document02609.txt-38	no-obfuscation
suspicious-document00119.txt-2	source-document02609.txt-39	no-obfuscation
suspicious-document00119.txt-3	source-document02609.txt-40	no-obfuscation
suspicious-document00119.txt-4	source-document02609.txt-41	no-obfuscation
suspicious-document00119.txt-54	source-document02609.txt-46	no-obfuscation
suspicious-document00119.txt-55	source-document02609.txt-47	no-obfuscation
suspicious-document00119.txt-56	source-document02609.txt-48	no-obfuscation
suspicious-document00119.txt-68	source-document02609.txt-1	no-obfuscation
suspicious-document00119.txt-69	source-document02609.txt-2	no-obfuscation
suspicious-document00119.txt-70	source-document02609.txt-3	no-obfuscation
suspicious-document00119.txt-71	source-document02609.txt-4	no-obfuscation
suspicious-document00119.txt-72	source-document02609.txt-5	no-obfuscation
suspicious-document00119.txt-73	source-document02609.txt-6	no-obfuscation
suspicious-document00119.txt-74	source-document02609.txt-7	no-obfuscation
suspicious-document00119.txt-75	source-document02609.txt-8	no-obfuscation
suspicious-document00119.txt-76	source-document02609.txt-9	no-obfuscation
suspicious-document00119.txt-77	source-document02609.txt-10	no-obfuscation
suspicious-document00119.txt-78	source-document02609.txt-11	no-obfuscation
suspicious-document00119.txt-79	source-document02609.txt-12	no-obfuscation
suspicious-document00119.txt-80	source-document02609.txt-13	no-obfuscation
suspicious-document00119.txt-81	source-document02609.txt-14	no-obfuscation
suspicious-document00119.txt-82	source-document02609.txt-33	no-obfuscation
suspicious-document00119.txt-83	source-document02609.txt-34	no-obfuscation
suspicious-document00119.txt-84	source-document02609.txt-35	no-obfuscation
suspicious-document00126.txt-26	source-document00832.txt-12	no-obfuscation
suspicious-document00126.txt-27	source-document00832.txt-13	no-obfuscation
suspicious-document00126.txt-88	source-document01253.txt-15	no-obfuscation
suspicious-document00126.txt-89	source-document01253.txt-16	no-obfuscation
suspicious-document00126.txt-35	source-document01390.txt-2	no-obfuscation
suspicious-document00126.txt-36	source-document01390.txt-3	no-obfuscation
suspicious-document00126.txt-37	source-document01390.txt-4	no-obfuscation
suspicious-document00126.txt-38	source-document01390.txt-5	no-obfuscation
suspicious-document00126.txt-104	source-document01510.txt-9	no-obfuscation
suspicious-document00126.txt-105	source-document01510.txt-10	no-obfuscation
suspicious-document00126.txt-106	source-document01510.txt-11	no-obfuscation
suspicious-document00126.txt-107	source-document01510.txt-12	no-obfuscation
suspicious-document00126.txt-84	source-document01594.txt-15	no-obfuscation
suspicious-document00126.txt-85	source-document01594.txt-16	no-obfuscation
suspicious-document00126.txt-86	source-document01594.txt-17	no-obfuscation
suspicious-document00126.txt-87	source-document01594.txt-18	no-obfuscation
suspicious-document00126.txt-78	source-document02782.txt-3	no-obfuscation
suspicious-document00126.txt-79	source-document02782.txt-4	no-obfuscation
suspicious-document00126.txt-80	source-document02782.txt-5	no-obfuscation
suspicious-document00126.txt-16	source-document02997.txt-2	no-obfuscation
suspicious-document00126.txt-17	source-document02997.txt-3	no-obfuscation
suspicious-document00126.txt-18	source-document02997.txt-4	no-obfuscation
suspicious-document00134.txt-8	source-document01143.txt-26	no-obfuscation
suspicious-document00134.txt-9	source-document01143.txt-27	no-obfuscation
suspicious-document00134.txt-10	source-document01143.txt-28	no-obfuscation
suspicious-document00134.txt-11	source-document01143.txt-29	no-obfuscation
suspicious-document00134.txt-12	source-document01143.txt-30	no-obfuscation
suspicious-document00134.txt-28	source-document02207.txt-12	no-obfuscation
suspicious-document00134.txt-29	source-document02207.txt-13	no-obfuscation
suspicious-document00134.txt-30	source-document02207.txt-14	no-obfuscation
suspicious-document00134.txt-31	source-document02207.txt-15	no-obfuscation
suspicious-document00158.txt-1	source-document00430.txt-41	no-obfuscation
suspicious-document00158.txt-2	source-document00430.txt-42	no-obfuscation
suspicious-document00158.txt-3	source-document00430.txt-43	no-obfuscation
suspicious-document00158.txt-4	source-document00430.txt-44	no-obfuscation
suspicious-document00158.txt-19	source-document02018.txt-1	no-obfuscation
suspicious-document00158.txt-20	source-document02018.txt-2	no-obfuscation
suspicious-document00158.txt-21	source-document02018.txt-3	no-obfuscation
suspicious-document00158.txt-22	source-document02018.txt-4	no-obfuscation
suspicious-document00158.txt-12	source-document02546.txt-1	no-obfuscation
suspicious-document00158.txt-13	source-document02546.txt-2	no-obfuscation
suspicious-document00158.txt-14	source-document02546.txt-3	no-obfuscation
suspicious-document00158.txt-15	source-document02546.txt-4	no-obfuscation
suspicious-document00158.txt-16	source-document02546.txt-5	no-obfuscation
suspicious-document00158.txt-50	source-document02597.txt-7	no-obfuscation
suspicious-document00158.txt-51	source-document02597.txt-8	no-obfuscation
suspicious-document00158.txt-52	source-document02597.txt-9	no-obfuscation
suspicious-document00158.txt-53	source-document02597.txt-10	no-obfuscation
suspicious-document00158.txt-54	source-document02597.txt-11	no-obfuscation
suspicious-document00158.txt-55	source-document02597.txt-12	no-obfuscation
suspicious-document00158.txt-38	source-document02725.txt-2	no-obfuscation
suspicious-document00158.txt-39	source-document02725.txt-3	no-obfuscation
suspicious-document00158.txt-40	source-document02725.txt-4	no-obfuscation
suspicious-document00158.txt-41	source-document02725.txt-5	no-obfuscation
suspicious-document00160.txt-71	source-document00196.txt-10	no-obfuscation
suspicious-document00160.txt-72	source-document00196.txt-11	no-obfuscation
suspicious-document00160.txt-73	source-document00196.txt-12	no-obfuscation
suspicious-document00160.txt-74	source-document00196.txt-13	no-obfuscation
suspicious-document00160.txt-1	source-document00992.txt-8	no-obfuscation
suspicious-document00160.txt-2	source-document00992.txt-9	no-obfuscation
suspicious-document00160.txt-3	source-document00992.txt-10	no-obfuscation
suspicious-document00160.txt-37	source-document01228.txt-25	no-obfuscation
suspicious-document00160.txt-38	source-document01228.txt-26	no-obfuscation
suspicious-document00160.txt-39	source-document01228.txt-27	no-obfuscation
suspicious-document00160.txt-29	source-document02584.txt-2	no-obfuscation
suspicious-document00160.txt-30	source-document02584.txt-3	no-obfuscation
suspicious-document00160.txt-31	source-document02584.txt-4	no-obfuscation
suspicious-document00160.txt-40	source-document02667.txt-3	no-obfuscation
suspicious-document00160.txt-18	source-document02671.txt-3	no-obfuscation
suspicious-document00160.txt-19	source-document02671.txt-4	no-obfuscation
suspicious-document00160.txt-64	source-document02671.txt-5	no-obfuscation
suspicious-document00160.txt-65	source-document02671.txt-6	no-obfuscation
suspicious-document00168.txt-36	source-document00041.txt-1	no-obfuscation
suspicious-document00168.txt-37	source-document00041.txt-2	no-obfuscation
suspicious-document00168.txt-38	source-document00041.txt-3	no-obfuscation
suspicious-document00168.txt-39	source-document00041.txt-4	no-obfuscation
suspicious-document00168.txt-40	source-document00041.txt-5	no-obfuscation
suspicious-document00168.txt-41	source-document00041.txt-6	no-obfuscation
suspicious-document00168.txt-90	source-document01012.txt-2	no-obfuscation
suspicious-document00168.txt-91	source-document01012.txt-3	no-obfuscation
suspicious-document00168.txt-92	source-document01012.txt-4	no-obfuscation
suspicious-document00168.txt-93	source-document01012.txt-5	no-obfuscation
suspicious-document00168.txt-94	source-document01012.txt-6	no-obfuscation
suspicious-document00168.txt-31	source-document01962.txt-24	no-obfuscation
suspicious-document00168.txt-32	source-document01962.txt-25	no-obfuscation
suspicious-document00168.txt-33	source-document01962.txt-26	no-obfuscation
suspicious-document00168.txt-34	source-document01962.txt-27	no-obfuscation
suspicious-document00168.txt-35	source-document01962.txt-28	no-obfuscation
suspicious-document00168.txt-81	source-document01962.txt-35	no-obfuscation
suspicious-document00168.txt-82	source-document01962.txt-36	no-obfuscation
